ref;pauta;custo;qtd_prd;qtd_fat;prc_giro;tot_fat;grupo;produto
14500009;169;47.5;780;473;0.606410256;78896.14;COMPRIDO JEANS;SKINNY
14501009;139;34.54;788;611;0.775380711;84110.04;COMPRIDO JEANS;SKINNY
14502009;144;37.58;500;364;0.728;51804.41;COMPRIDO JEANS;SKINNY
14503009;144;35.78;541;464;0.85767098;65819.5;COMPRIDO JEANS;FLARE
14504009;139;38.05;880;772;0.877272727;105909.77;COMPRIDO JEANS;SKINNY
14505016;129;35.35;659;385;0.584218513;49192.54;MODINHA PARTE DE CIMA;BLUSA
14506015;89;23.27;231;64;0.277056277;5668.64;MODINHA PARTE DE CIMA;BLUSA
14506016;89;23.27;255;103;0.403921569;9138.82;MODINHA PARTE DE CIMA;BLUSA
14507009;139;36.87;858;560;0.652680653;76718.96;COMPRIDO JEANS;SKINNY
14508009;144;39.5;797;510;0.639899624;73001.6;COMPRIDO JEANS;SKINNY
14509009;139;26.95;794;595;0.749370277;81755.98;COMPRIDO JEANS;SKINNY
14510009;149;48.97;484;413;0.853305785;61017.78;COMPRIDO JEANS;BOOTCUT
14511009;149;41.26;852;477;0.559859155;70391.55;COMPRIDO JEANS;SKINNY
14514009;139;35.87;796;524;0.658291457;72451.71;COMPRIDO JEANS;SKINNY
14515009;139;31.3;799;590;0.738423029;81275.53;COMPRIDO JEANS;SKINNY
14518009;144;41.38;769;619;0.804941482;88606.78;COMPRIDO JEANS;SKINNY
14519009;139;35.68;726;398;0.548209366;54232.49;COMPRIDO JEANS;SKINNY
14520015;74;14.33;346;144;0.416184971;10364.43;MODINHA PARTE DE CIMA;BLUSA
14520016;74;14.33;269;107;0.397769517;7751.09;MODINHA PARTE DE CIMA;BLUSA
14521883;74;17.31;328;227;0.692073171;16653.64;MODINHA PARTE DE CIMA;CAMISA
14521886;74;17.31;323;236;0.730650155;17162.51;MODINHA PARTE DE CIMA;CAMISA
14522009;149;39.99;482;158;0.32780083;23347.57;COMPRIDO JEANS;JOGGER
14523009;109;28.07;529;273;0.516068053;29591.79;CURTO  JEANS;BERMUDA
14524009;139;33.39;758;713;0.940633245;98258.98;COMPRIDO JEANS;SKINNY
14525009;139;32.41;759;670;0.882740448;92162.01;COMPRIDO JEANS;SKINNY
14526009;154;39.51;452;420;0.92920354;63741.36;COMPRIDO JEANS;SKINNY
14527009;149;42.38;313;202;0.645367412;29616.09;COMPRIDO JEANS;SKINNY
14529016;99;28.15;377;146;0.387267905;11867.96;MODINHA PARTE DE CIMA;BLUSA
14531009;129;15.1;319;61;0.191222571;7844.17;JEANS PARTE DE CIMA ;CAMISA
14532009;139;44.84;830;773;0.931325301;106533.77;COMPRIDO JEANS;SKINNY
14534009;139;32.77;1157;792;0.684528954;108714.12;COMPRIDO JEANS;SKINNY
14536009;129;27.76;482;225;0.466804979;28812.28;CURTO  JEANS;SAIA
14537009;144;37.07;530;150;0.283018868;21548.21;COMPRIDO JEANS;FLARE
14538009;139;33.92;479;277;0.5782881;38310.04;COMPRIDO JEANS;MOM
14539009;139;35.03;778;490;0.629820051;67298.88;COMPRIDO JEANS;SKINNY
14541009;152;41.55;540;482;0.892592593;72137.7;COMPRIDO JEANS;WIDE
14546009;139;30.55;819;655;0.7997558;90211.97;COMPRIDO JEANS;SKINNY
14548009;159;53.2;750;356;0.474666667;56115.04;COMPRIDO JEANS;FLARE
14551009;149;37.74;626;467;0.74600639;68593.52;COMPRIDO JEANS;SKINNY
14555015;119;37.31;296;181;0.611486486;21388.37;MODINHA PARTE DE CIMA;BLUSA
14555016;119;37.31;317;92;0.29022082;10864.88;MODINHA PARTE DE CIMA;BLUSA
14556009;139;55.03;593;506;0.853288364;69654.08;COMPRIDO JEANS;SKINNY
14557009;139;53.88;597;489;0.819095477;67285.51;COMPRIDO JEANS;SKINNY
14558009;144;37.59;854;794;0.929742389;112988.11;COMPRIDO JEANS;SKINNY
14559009;139;20.09;461;431;0.934924078;58967.86;COMPRIDO JEANS;SKINNY
14560009;139;19.47;469;327;0.697228145;44961.98;COMPRIDO JEANS;SKINNY
14563009;144;39.69;491;401;0.816700611;56921.39;COMPRIDO JEANS;FLARE
14565009;139;33.71;577;378;0.655112652;52283.55;COMPRIDO JEANS;SKINNY
14566009;139;29.88;986;423;0.429006085;58242.5;COMPRIDO JEANS;SKINNY
14569009;139;35.05;524;221;0.421755725;30510.46;COMPRIDO JEANS;SKINNY
14572009;149;35.16;1167;870;0.745501285;128545.82;CURTO  JEANS;SAIA
14576009;149;43.09;456;179;0.39254386;26500.45;COMPRIDO JEANS;JOGGER
14578009;149;41.87;276;190;0.688405797;28118.43;COMPRIDO JEANS;JOGGER
14583009;139;29.57;793;486;0.612862547;66514.09;COMPRIDO JEANS;SKINNY
14584009;154;35.22;697;538;0.771879484;81799.86;COMPRIDO JEANS;FLARE
14585009;169;45.21;502;358;0.71314741;59984.39;COMPRIDO JEANS;FLARE
14595009;119;29.53;664;159;0.239457831;18853.33;JEANS PARTE DE CIMA ;BLUSA
14597009;119;29.33;1571;825;0.525143221;97170.92;COMPRIDO JEANS;SKINNY
14598009;129;32.76;1249;769;0.615692554;97713.5;COMPRIDO JEANS;FLARE
14599009;169;44.31;343;213;0.620991254;35715.87;COMPRIDO JEANS;FLARE
14704009;159;50.89;485;400;0.824742268;63157.46;COMPRIDO JEANS;CALCA
14705009;139;39.45;138;37;0.268115942;5065.66;COMPRIDO JEANS;SKINNY
