ref;pauta;custo;qtd_prd;qtd_fat;prc_giro;tot_fat;grupo;produto
12091015;49.9;17.37;32;22;0.6875;1042.58;MODINHA PARTE DE CIMA;BLUSA
12601015;49.9;18.07;368;361;0.980978261;17856.56;MODINHA PARTE DE CIMA;BODY
12602015;89.9;28.48;139;133;0.956834532;11873.18;MODINHA PARTE DE CIMA;BLUSA
12603009;159;53.68;372;334;0.897849462;51734.3;COMPRIDO JEANS;FLARE
12605015;169;58.07;323;77;0.238390093;11940.25;MODINHA PARTE DE CIMA;JAQUETA
12606009;119;38.82;393;340;0.865139949;39764.75;COMPRIDO JEANS;SKINNY
12607009;159;53.22;785;763;0.971974522;118696.4;COMPRIDO JEANS;FLARE
12609009;129;43.95;440;413;0.938636364;52652.4;COMPRIDO JEANS;SKINNY
12611009;179.9;60.92;453;437;0.964679912;77727.84;COMPRIDO JEANS;FLARE
12612009;137;44.69;1116;979;0.877240143;132714.72;COMPRIDO JEANS;SKINNY
12613009;129;43.63;341;334;0.979472141;42511.07;COMPRIDO JEANS;SKINNY
12614009;119;40.22;295;279;0.945762712;33050.38;INDIVIDUAL  JEANS;VESTIDO
12615009;98;32.9;246;203;0.825203252;17814.3;JEANS PARTE DE CIMA ;BLUSA
12616015;39.9;11.86;334;334;1;12922.41;MODINHA PARTE DE CIMA;REGATA
12616345;39.9;11.86;72;70;0.972222222;2745.54;MODINHA PARTE DE CIMA;REGATA
12617468;79.9;24.39;200;195;0.975;15539.09;MODINHA PARTE DE CIMA;BLUSA
12618009;119;41.98;356;319;0.896067416;37459.77;JEANS PARTE DE CIMA ;BLUSA
12620052;176;57.66;375;260;0.693333333;44732.38;COMPRIDO JEANS;FLARE
12621009;139;46.35;452;419;0.92699115;57219.68;COMPRIDO JEANS;SKINNY
12623009;139;46.96;490;471;0.96122449;64714.02;COMPRIDO JEANS;SKINNY
12625009;149;50.02;307;156;0.508143322;21286.41;SOBREPOSTO JEANS;JAQUETA
12626015;49.9;16.91;196;196;1;9643.29;MODINHA PARTE DE CIMA;BLUSA
12627048;69.9;21.64;191;155;0.811518325;10763.24;MODINHA PARTE DE CIMA;BLUSA
12628015;79.9;24.68;203;186;0.916256158;14683.33;MODINHA PARTE DE CIMA;BLUSA
12629015;49.9;16.18;202;190;0.940594059;9299.32;MODINHA PARTE DE CIMA;BLUSA
12630009;205;69.06;270;173;0.640740741;35237.93;INDIVIDUAL  JEANS;MACACAO
12631009;139;45.04;439;430;0.979498861;58860.79;COMPRIDO JEANS;SKINNY
12632009;154;51.84;428;416;0.971962617;62848.22;COMPRIDO JEANS;FLARE
12633009;129;43.55;443;312;0.704288939;39928.9;COMPRIDO JEANS;SKINNY
12634009;139;44.28;430;408;0.948837209;55315.86;COMPRIDO JEANS;SKINNY
12636009;129;43.55;384;370;0.963541667;46198.35;COMPRIDO JEANS;SKINNY
12637009;129.9;40.63;443;430;0.970654628;55375.87;COMPRIDO JEANS;SKINNY
12638009;149;51.19;399;323;0.80952381;47640.34;COMPRIDO JEANS;SKINNY
12639009;129;41.97;457;440;0.962800875;56081.51;COMPRIDO JEANS;SKINNY
12640009;124;41.13;450;414;0.92;51076.98;COMPRIDO JEANS;SKINNY
12641009;139;46.29;355;267;0.752112676;35935.55;INDIVIDUAL  JEANS;VESTIDO
12642009;169;56.75;352;294;0.835227273;44617.48;SOBREPOSTO JEANS;JAQUETA
12643009;149;50.94;393;374;0.951653944;53334.75;SOBREPOSTO JEANS;JAQUETA
12644009;137;43.73;450;433;0.962222222;58789.8;COMPRIDO JEANS;SKINNY
12645009;98;32.46;359;64;0.178272981;5802.32;JEANS PARTE DE CIMA ;BLUSA
12646468;63.9;21.04;200;196;0.98;12214.9;MODINHA PARTE DE CIMA;BLUSA
12647009;156;52.32;446;426;0.955156951;65934.79;COMPRIDO JEANS;FLARE
12650009;129;42.3;445;435;0.97752809;55718.63;COMPRIDO JEANS;SKINNY
12651009;98;34.12;330;176;0.533333333;17169.13;JEANS PARTE DE CIMA ;BODY
12652009;215;72.35;292;269;0.921232877;57310.01;INDIVIDUAL  JEANS;MACACAO
12656345;109;37.2;140;136;0.971428571;14733.48;MODINHA PARTE DE CIMA;BLUSA
12657009;94;32.95;193;149;0.772020725;12917.73;JEANS PARTE DE CIMA ;BLUSA
12663009;139;47.63;384;382;0.994791667;52321.26;COMPRIDO JEANS;SKINNY
12664009;165;55.32;381;174;0.456692913;28153.91;COMPRIDO JEANS;SKINNY
12667008;149;50.95;597;597;1;87246.03;COMPRIDO JEANS;FLARE
12668009;132;44.53;392;391;0.99744898;50837.01;COMPRIDO JEANS;SKINNY
12669009;169;57.33;386;386;1;63471.64;COMPRIDO JEANS;FLARE
12670009;154;51.92;393;190;0.48346056;28139.13;COMPRIDO JEANS;FLARE
12671009;149;50.58;383;365;0.953002611;54088.56;COMPRIDO JEANS;SKINNY
12672009;142;47.93;398;230;0.577889447;32254.38;COMPRIDO JEANS;SKINNY
12673009;149;47.8;418;373;0.892344498;54710.23;COMPRIDO JEANS;SKINNY
12674009;99;31.77;300;236;0.786666667;21864.37;CURTO  JEANS;SHORT
12675009;99;33.47;300;242;0.806666667;22593.31;CURTO  JEANS;BERMUDA
12676009;113.9;38.22;296;209;0.706081081;20477.99;CURTO  JEANS;SHORT
12677015;79.9;27.16;317;270;0.851735016;21470.4;MODINHA PARTE DE CIMA;BLUSA
12678065;114;38.08;149;144;0.966442953;16294.11;MODINHA PARTE DE CIMA;BLUSA
12679009;187;62.84;301;109;0.362126246;19944.08;INDIVIDUAL  JEANS;JARDINEIRA
12680009;119;39.05;295;284;0.962711864;33116.29;INDIVIDUAL  JEANS;VESTIDO
12681009;149;49.03;447;428;0.957494407;62977.57;COMPRIDO JEANS;SKINNY
12682009;159;56.47;507;499;0.984220907;78202.04;COMPRIDO JEANS;FLARE
12684015;74.9;24.33;199;170;0.854271357;12507;MODINHA PARTE DE CIMA;BLUSA
12685015;89.9;30.24;260;170;0.653846154;15066.52;MODINHA PARTE DE CIMA;REGATA
12685018;89.9;30.24;136;119;0.875;10596.98;MODINHA PARTE DE CIMA;REGATA
12688015;84;29.52;196;130;0.663265306;10564.96;MODINHA PARTE DE CIMA;BLUSA
12689009;149;50.94;555;489;0.881081081;70845.47;COMPRIDO JEANS;FLARE
12689015;149;50.94;226;208;0.920353982;30374.32;COMPRIDO JEANS;FLARE
12690009;79.9;26.01;303;284;0.937293729;22432.19;JEANS PARTE DE CIMA ;BLUSA
12691009;109;36.16;482;460;0.954356846;48007.33;JEANS PARTE DE CIMA ;CAMISA
12692009;159;51.92;707;707;1;110200;COMPRIDO JEANS;FLARE
12693009;157;52.53;497;482;0.969818913;75170.93;COMPRIDO JEANS;SKINNY
12694009;149;50.7;431;155;0.35962877;18903.1;COMPRIDO JEANS;FLARE
12696009;98;36.47;388;78;0.201030928;7724.96;CURTO  JEANS;SHORT
12698009;129;43.13;358;294;0.82122905;33674.82;JEANS PARTE DE CIMA ;CAMISA
12699009;119;39.07;347;107;0.308357349;12344.69;INDIVIDUAL  JEANS;VESTIDO
12701009;129;43.42;372;348;0.935483871;44093.65;COMPRIDO JEANS;GIRLFRIEND
12702009;158;52.7;296;94;0.317567568;13986.95;INDIVIDUAL  JEANS;VESTIDO
12703009;159;53.73;346;332;0.959537572;52221.7;SOBREPOSTO JEANS;JAQUETA
12705070;79.9;26.48;319;316;0.990595611;25042.24;MODINHA PARTE DE CIMA;BLUSA
12707009;119;38.88;348;244;0.701149425;28430.67;SOBREPOSTO JEANS;COLETE
12708009;124;41.99;261;246;0.942528736;29855.66;SOBREPOSTO JEANS;COLETE
12709009;108;36.46;402;234;0.582089552;25244.29;CURTO  JEANS;SAIA
12711009;149;49.82;292;283;0.969178082;41078.17;COMPRIDO JEANS;SKINNY
12712009;79.9;26.71;349;340;0.974212034;26841.97;JEANS PARTE DE CIMA ;BLUSA
12713009;79.9;24.76;124;109;0.879032258;8564.93;JEANS PARTE DE CIMA ;BLUSA
12714009;154;51.9;477;340;0.71278826;51839.65;COMPRIDO JEANS;FLARE
12716009;139;46.64;373;360;0.965147453;49471.33;COMPRIDO JEANS;SKINNY
12718009;193;64.53;399;280;0.701754386;49946.79;INDIVIDUAL  JEANS;MACACAO
12719009;139;45.61;341;121;0.35483871;16644.23;INDIVIDUAL  JEANS;VESTIDO
12720009;89;29.54;383;378;0.98694517;33018.9;JEANS PARTE DE CIMA ;BLUSA
12721015;59;20.05;200;177;0.885;10297.07;MODINHA PARTE DE CIMA;BLUSA
12722015;79.9;26.11;199;194;0.974874372;15353.44;MODINHA PARTE DE CIMA;BLUSA
12724052;118;39.41;152;138;0.907894737;16156.75;MODINHA PARTE DE CIMA;BLUSA
12726057;139;45.23;392;306;0.780612245;41253.48;COMPRIDO JEANS;SKINNY
12728009;134;42.22;308;281;0.912337662;36030.9;SOBREPOSTO JEANS;JAQUETA
12729009;74;23.32;348;319;0.916666667;23408.06;JEANS PARTE DE CIMA ;BLUSA
12730015;79.9;24.36;115;108;0.939130435;8520.27;MODINHA PARTE DE CIMA;REGATA
12730345;79.9;24.36;74;72;0.972972973;5722.92;MODINHA PARTE DE CIMA;REGATA
12731009;119;39.87;496;459;0.925403226;54125.66;COMPRIDO JEANS;SKINNY
12732009;159;54.8;474;135;0.284810127;21075.41;COMPRIDO JEANS;FLARE
12734009;142;47.76;492;292;0.593495935;40721.05;COMPRIDO JEANS;SKINNY
12739009;121;40.7;391;307;0.78516624;34026.79;JEANS PARTE DE CIMA ;CAMISA
12743015;69.9;22.34;200;170;0.85;11652.51;MODINHA PARTE DE CIMA;BLUSA
12744015;69.9;20.27;99;82;0.828282828;5741.38;MODINHA PARTE DE CIMA;BLUSA
12744048;69.9;20.27;100;71;0.71;4924.18;MODINHA PARTE DE CIMA;BLUSA
12745009;149;51.64;301;261;0.867109635;37729.39;INDIVIDUAL  JEANS;JARDINEIRA
12746345;142;47.14;471;420;0.891719745;59207.85;COMPRIDO JEANS;SKINNY
12747052;159;53.11;300;291;0.97;44738.8;SOBREPOSTO JEANS;MOLETOM
12748080;89.9;28.91;195;180;0.923076923;16180.48;MODINHA PARTE DE CIMA;REGATA
12749015;79.9;22.83;197;195;0.989847716;15461.51;MODINHA PARTE DE CIMA;BLUSA
12752080;176;59.24;368;314;0.85326087;53962.05;COMPRIDO JEANS;FLARE
12753052;139;45.4;474;351;0.740506329;48478.18;COMPRIDO JEANS;SKINNY
12754056;149;51.24;169;101;0.597633136;14634.98;COMPRIDO JEANS;FLARE
12755026;139;46.79;391;373;0.953964194;51247.57;COMPRIDO JEANS;SKINNY
12756015;89.9;27.49;170;167;0.982352941;14915.03;MODINHA PARTE DE CIMA;BLUSA
12757706;139;46.3;392;322;0.821428571;43981.69;COMPRIDO JEANS;SKINNY
12758009;139;45.92;432;395;0.914351852;54377.86;COMPRIDO JEANS;SKINNY
12763009;89;30.2;324;101;0.311728395;8964.88;CURTO  JEANS;SAIA
12764009;139;46.99;350;284;0.811428571;39101.79;SOBREPOSTO JEANS;COLETE
12769009;189;64.8;375;301;0.802666667;47409.18;INDIVIDUAL  JEANS;JARDINEIRA
12771015;119;38.8;206;182;0.883495146;20293.08;MODINHA PARTE DE CIMA;TRICO
12772015;74;24.77;200;173;0.865;12663.49;MODINHA PARTE DE CIMA;MOLETOM
12773468;74.9;23.67;188;184;0.978723404;13769.37;MODINHA PARTE DE CIMA;BLUSA
12774015;79.9;25.67;198;181;0.914141414;14392.01;MODINHA PARTE DE CIMA;BLUSA
12776009;98;34.31;397;175;0.440806045;17037.46;CURTO  JEANS;SAIA
12777009;106;35.73;354;316;0.892655367;32600.63;JEANS PARTE DE CIMA ;REGATA
12778009;144;40.33;448;284;0.633928571;38561.86;COMPRIDO JEANS;SKINNY
12779009;139;44.01;453;443;0.977924945;61127.22;COMPRIDO JEANS;SKINNY
12780009;159;54.19;452;433;0.957964602;67938.13;COMPRIDO JEANS;FLARE
12782009;154;50.92;509;450;0.884086444;67613.55;COMPRIDO JEANS;FLARE
12783009;149;46.63;453;357;0.78807947;51827.61;COMPRIDO JEANS;FLARE
12784009;119;39.06;347;269;0.775216138;27281.04;JEANS PARTE DE CIMA ;BLUSA
12786009;149;47.73;100;91;0.91;13186.4;COMPRIDO JEANS;FLARE
12787009;154;51.49;99;95;0.95959596;14525.2;COMPRIDO JEANS;FLARE
12788009;159;52.99;120;105;0.875;16472.96;COMPRIDO JEANS;FLARE
12790009;109;37.04;1735;1666;0.960230548;177954.56;COMPRIDO JEANS;FLARE
12791009;107;37.32;2002;1934;0.966033966;203597.89;COMPRIDO JEANS;SKINNY
12793009;142;47.72;84;76;0.904761905;10568.72;COMPRIDO JEANS;FLARE
12795009;149;47.97;104;101;0.971153846;14871.61;COMPRIDO JEANS;BOOTCUT
12796009;149;46.17;187;106;0.56684492;14689.06;SOBREPOSTO JEANS;JAQUETA
12797009;98;31.92;303;296;0.97689769;28611.57;SOBREPOSTO JEANS;COLETE
12798009;129.9;43.25;217;120;0.552995392;15277.62;COMPRIDO JEANS;FLARE
12799009;149;64.26;74;48;0.648648649;6717.57;SOBREPOSTO JEANS;COLETE
12800009;139;55.12;60;12;0.2;1749.84;CURTO  JEANS;BERMUDA
12801009;129;49.63;59;35;0.593220339;4051.73;CURTO  JEANS;SHORT
12802009;119;49.13;12;11;0.916666667;1307.9;CURTO  JEANS;SHORT
12803009;79.9;32.4;151;78;0.516556291;6160.13;CURTO  JEANS;SHORT
12804009;149;55.62;115;68;0.591304348;9983.64;COMPRIDO JEANS;FLARE
12805009;129;46.41;36;20;0.555555556;2547.75;COMPRIDO JEANS;SKINNY
12806009;129;45.51;4;3;0.75;374.1;COMPRIDO JEANS;SKINNY
12807009;149;57.58;44;36;0.818181818;5299.86;COMPRIDO JEANS;FLARE
12808009;139;54.16;20;19;0.95;2543.7;COMPRIDO JEANS;FLARE
12809009;199;67.29;86;85;0.988372093;15571.36;COMPRIDO JEANS;FLARE
12810009;159;61.56;39;22;0.564102564;3468.14;COMPRIDO JEANS;FLARE
12811009;195;73.08;92;30;0.326086957;5750.55;COMPRIDO JEANS;FLARE
12812009;139;55.44;223;162;0.726457399;22441.16;COMPRIDO JEANS;SKINNY
12813009;136;53.84;35;20;0.571428571;2672.4;COMPRIDO JEANS;SKINNY
12814009;129;48.15;87;10;0.114942529;1258.62;COMPRIDO JEANS;SKINNY
12815009;169;63.82;11;4;0.363636364;676;COMPRIDO JEANS;FLARE
12816009;129;49.92;51;12;0.235294118;1515.62;COMPRIDO JEANS;SKINNY
12817009;129;46.84;27;10;0.37037037;1257.62;COMPRIDO JEANS;SKINNY
12818009;129;51.02;40;8;0.2;1010.82;COMPRIDO JEANS;SKINNY
12819009;149;56.91;47;7;0.14893617;1028.05;COMPRIDO JEANS;FLARE
12820009;129;48.5;132;66;0.5;8366.57;COMPRIDO JEANS;SKINNY
12821009;144;56.22;104;29;0.278846154;4110.84;COMPRIDO JEANS;FLARE
12822009;129;42;398;364;0.914572864;46313.48;COMPRIDO JEANS;SKINNY
12824009;184;49.41;455;440;0.967032967;80101.95;COMPRIDO JEANS;SKINNY
12826009;119;37.79;393;363;0.923664122;38872.3;JEANS PARTE DE CIMA ;CAMISA
12827009;184;61.25;126;117;0.928571429;20833.54;INDIVIDUAL  JEANS;VESTIDO
12830009;94;32.66;218;187;0.857798165;16497.26;JEANS PARTE DE CIMA ;BLUSA
12833015;69.9;19.27;209;203;0.971291866;14003.08;MODINHA PARTE DE CIMA;BLUSA
12835009;104;33.67;56;8;0.142857143;855.62;CURTO  JEANS;SHORT
12836009;149;50.01;360;288;0.8;42239.74;COMPRIDO JEANS;FLARE
12837015;139;45.38;503;478;0.950298211;65846.16;COMPRIDO JEANS;SKINNY
12838015;103.9;34.85;179;177;0.988826816;18188.25;MODINHA PARTE DE CIMA;BLUSA
12839009;129;47.12;119;65;0.546218487;8220.9;COMPRIDO JEANS;SKINNY
12841009;129;50.48;47;34;0.723404255;4415.63;COMPRIDO JEANS;SKINNY
12842009;184;70;232;231;0.995689655;41731.17;COMPRIDO JEANS;SKINNY
12844009;159;53.24;376;273;0.72606383;42781.24;COMPRIDO JEANS;SKINNY
12846048;74.9;24.85;198;195;0.984848485;14583.6;MODINHA PARTE DE CIMA;BLUSA
12847048;86;28.62;200;194;0.97;16592.17;MODINHA PARTE DE CIMA;BLUSA
12848009;119;49.83;73;71;0.97260274;8165.19;JEANS PARTE DE CIMA ;CAMISA
12849015;59;20.69;62;40;0.64516129;2252.32;MODINHA PARTE DE CIMA;BLUSA
12849016;59;20.69;65;53;0.815384615;3099.86;MODINHA PARTE DE CIMA;BLUSA
12850048;89;30.16;62;45;0.725806452;3979.16;MODINHA PARTE DE CIMA;BLUSA
12851015;59;16.72;56;53;0.946428571;3062.05;MODINHA PARTE DE CIMA;BLUSA
12851028;59;16.72;33;28;0.848484848;1636.58;MODINHA PARTE DE CIMA;BLUSA
12852015;89;30.32;77;65;0.844155844;5693.77;MODINHA PARTE DE CIMA;BLUSA
12852052;89;30.32;69;42;0.608695652;3670.68;MODINHA PARTE DE CIMA;BLUSA
12853009;179;50.63;92;91;0.989130435;15102.51;COMPRIDO JEANS;FLARE
12854009;149;49.58;384;378;0.984375;55682.9;COMPRIDO JEANS;FLARE
12858009;169;54.44;128;87;0.6796875;14140.2;INDIVIDUAL  JEANS;VESTIDO
12859009;98;33.19;347;248;0.714697406;24283.6;CURTO  JEANS;SAIA
12860009;82;25.74;349;68;0.194842407;5648.35;CURTO  JEANS;SAIA
12863009;129;41;386;301;0.779792746;36280.49;COMPRIDO JEANS;SKINNY
12868009;119;52.93;244;174;0.713114754;20262.96;COMPRIDO JEANS;CALCA
12869009;99.9;43.68;123;81;0.658536585;7978.26;CURTO  JEANS;SHORT
12870009;98;43.93;221;212;0.959276018;20576.7;CURTO  JEANS;BERMUDA
12871009;139;47.65;275;217;0.789090909;29796.42;COMPRIDO JEANS;REGULAR
12872009;139;54.94;195;180;0.923076923;24577.21;CURTO  JEANS;SAIA
12873009;139;48.32;216;55;0.25462963;7465.17;CURTO  JEANS;BERMUDA
12874009;134;35.37;1235;1218;0.986234818;161534.21;COMPRIDO JEANS;SKINNY
12888015;59;23.03;82;81;0.987804878;4524.73;MODINHA PARTE DE CIMA;BLUSA
12888052;59;23.03;87;83;0.954022989;4657.5;MODINHA PARTE DE CIMA;BLUSA
12888080;59;23.03;93;87;0.935483871;4885.01;MODINHA PARTE DE CIMA;BLUSA
12889015;69;22.5;78;60;0.769230769;4112.4;MODINHA PARTE DE CIMA;BLUSA
12889052;69;22.5;77;66;0.857142857;4513.06;MODINHA PARTE DE CIMA;BLUSA
12890009;139;56.61;45;42;0.933333333;5761.55;COMPRIDO JEANS;SKINNY
12891009;149;64.58;156;59;0.378205128;8580.2;CURTO  JEANS;SHORT
12892009;119;40.58;324;276;0.851851852;32366.35;INDIVIDUAL  JEANS;VESTIDO
12893009;117;38.35;205;182;0.887804878;21181.31;COMPRIDO JEANS;SKINNY
12895009;119;39.57;209;151;0.722488038;17868.64;COMPRIDO JEANS;FLARE
12897202;89;27.93;37;37;1;3265.12;MODINHA PARTE DE CIMA;MOLETOM
12898009;146;22.81;333;263;0.78978979;36953.76;COMPRIDO JEANS;FLARE
12900009;107;36.99;1614;1535;0.951053284;162113.23;COMPRIDO JEANS;SKINNY
12901009;109;37.35;1410;1338;0.94893617;143562.11;COMPRIDO JEANS;FLARE
12904015;188;63.24;240;210;0.875;32498.51;MODINHA PARTE DE CIMA;JAQUETA
12916009;69;24.08;107;50;0.46728972;3409.1;MODINHA PARTE DE CIMA;REGATA
12917009;154;51.14;89;68;0.764044944;10466.69;COMPRIDO JEANS;SKINNY
12918009;139;45.01;89;79;0.887640449;10535.53;COMPRIDO JEANS;CALCA
12919009;189;56.12;91;72;0.791208791;13572.8;COMPRIDO JEANS;SKINNY
12920009;144;46.67;86;54;0.627906977;7516.45;COMPRIDO JEANS;SKINNY
12921009;149;51.05;94;66;0.70212766;9732.32;COMPRIDO JEANS;SKINNY
12922009;139;45.36;86;84;0.976744186;11288.91;COMPRIDO JEANS;SKINNY
12923009;147;52.13;108;88;0.814814815;12755.89;COMPRIDO JEANS;FLARE
12924009;169;59.57;94;91;0.968085106;14623.21;COMPRIDO JEANS;FLARE
12925009;146;49.18;94;91;0.968085106;13133.34;COMPRIDO JEANS;FLARE
12926009;144;42;90;78;0.866666667;10810.36;COMPRIDO JEANS;WIDE
12927009;146;47.77;88;73;0.829545455;10578.77;COMPRIDO JEANS;FLARE
12928009;159;56.14;95;92;0.968421053;14467.28;COMPRIDO JEANS;FLARE
12929009;149;49.97;92;74;0.804347826;10980.35;COMPRIDO JEANS;FLARE
12930009;149;49.19;90;74;0.822222222;10714.04;COMPRIDO JEANS;FLARE
12931009;149;48.64;85;81;0.952941176;11776.47;COMPRIDO JEANS;FLARE
12932009;148;47.65;83;73;0.879518072;10671.12;COMPRIDO JEANS;GIRLFRIEND
12933009;159;55.26;72;4;0.055555556;637.07;COMPRIDO JEANS;WIDE
12934009;167;53.93;96;96;1;15413.91;COMPRIDO JEANS;FLARE
12935009;149;50.44;123;92;0.74796748;13691.7;COMPRIDO JEANS;SKINNY
12936009;98;33.53;91;64;0.703296703;5877.33;CURTO  JEANS;SAIA
12937009;79;25.19;100;50;0.5;3893.59;CURTO  JEANS;SAIA
12938009;109;35.16;96;61;0.635416667;6534.79;CURTO  JEANS;SHORT
12939009;98;39.28;93;28;0.301075269;2508.7;CURTO  JEANS;SAIA
12940009;89.9;31.17;34;17;0.5;1487.67;CURTO  JEANS;SAIA
12941009;98;32.47;93;29;0.311827957;2712.13;CURTO  JEANS;SAIA
12942009;96;32.43;98;73;0.744897959;6182.8;CURTO  JEANS;SAIA
12943009;99;31.73;92;35;0.380434783;3122.21;CURTO  JEANS;SAIA
12944009;94;40.65;119;15;0.12605042;1327.33;CURTO  JEANS;SAIA
12945009;94;31.15;94;90;0.957446809;8371.28;JEANS PARTE DE CIMA ;CAMISA
12946009;119;42.53;92;92;1;10593;JEANS PARTE DE CIMA ;CAMISA
12947009;104.9;35.53;92;90;0.97826087;9359.07;JEANS PARTE DE CIMA ;CAMISA
12948009;149;47.81;80;77;0.9625;11206.88;JEANS PARTE DE CIMA ;CAMISA
12949009;69;24.39;87;84;0.965517241;5597.22;JEANS PARTE DE CIMA ;TOP
12950009;88;29.09;89;77;0.865168539;6292.08;JEANS PARTE DE CIMA ;BLUSA
12951009;74;24.5;87;38;0.436781609;2759.84;JEANS PARTE DE CIMA ;BLUSA
12952009;79;26.51;82;44;0.536585366;3480.11;JEANS PARTE DE CIMA ;TOP
12953009;69;23.19;90;15;0.166666667;1010.77;JEANS PARTE DE CIMA ;TOP
12954009;99;33.87;102;80;0.784313725;7780.35;JEANS PARTE DE CIMA ;BLUSA
12955009;164;53.05;95;89;0.936842105;14275.33;SOBREPOSTO JEANS;JAQUETA
12956009;179;59.34;90;90;1;15630.85;SOBREPOSTO JEANS;JAQUETA
12957009;159;53.4;95;81;0.852631579;11183.2;SOBREPOSTO JEANS;JAQUETA
12958009;169;56.36;85;79;0.929411765;12717.36;SOBREPOSTO JEANS;JAQUETA
12959009;139;41.75;76;59;0.776315789;7435.13;SOBREPOSTO JEANS;JAQUETA
12960009;139;40.5;87;87;1;12057.16;SOBREPOSTO JEANS;COLETE
12961009;149;50.84;96;85;0.885416667;12578.23;SOBREPOSTO JEANS;COLETE
12962009;188;62.61;90;19;0.211111111;2582.29;SOBREPOSTO JEANS;COLETE
12963009;109;35.94;90;89;0.988888889;9540.33;INDIVIDUAL  JEANS;VESTIDO
12964009;184;61.94;93;32;0.344086022;4254.04;INDIVIDUAL  JEANS;MACACAO
12965009;135;46.28;87;76;0.873563218;10154.65;INDIVIDUAL  JEANS;VESTIDO
12966009;144;48.24;91;76;0.835164835;10884.1;INDIVIDUAL  JEANS;VESTIDO
12967009;159;53.84;94;51;0.542553191;7851.54;INDIVIDUAL  JEANS;VESTIDO
12968009;183;61.57;75;74;0.986666667;13498.38;INDIVIDUAL  JEANS;JARDINEIRA
12969009;139;43.33;91;71;0.78021978;9667.71;COMPRIDO JEANS;SKINNY
12970009;149;48.02;89;70;0.786516854;10220.75;COMPRIDO JEANS;SKINNY
12971009;136;41.38;75;72;0.96;9383.21;COMPRIDO JEANS;SKINNY
12973009;79;24.16;95;57;0.6;4461.71;JEANS PARTE DE CIMA ;BLUSA
12974009;149;51.41;86;72;0.837209302;10692.39;INDIVIDUAL  JEANS;MACACAO
12975009;129;40;104;81;0.778846154;10358.73;INDIVIDUAL  JEANS;VESTIDO
12976009;167;50.23;82;56;0.682926829;9285.86;COMPRIDO JEANS;SKINNY
12977009;159;53.02;191;151;0.790575916;19025.97;COMPRIDO JEANS;SKINNY
12978009;179;56.69;187;123;0.657754011;21883.2;COMPRIDO JEANS;FLARE
12979009;152;46.62;92;51;0.554347826;7560.49;COMPRIDO JEANS;SKINNY
12980016;59;19.66;89;78;0.876404494;4504.63;MODINHA PARTE DE CIMA;BLUSA
12982009;165.9;64.99;239;171;0.715481172;25096.95;COMPRIDO JEANS;FLARE
13000015;79.9;21.89;148;148;1;11666.1;MODINHA PARTE DE CIMA;BLUSA
13000048;79.9;21.89;149;149;1;11679.06;MODINHA PARTE DE CIMA;BLUSA
13001015;84;27.12;152;139;0.914473684;11252.27;MODINHA PARTE DE CIMA;BLUSA
13001016;84;27.12;152;144;0.947368421;11734.7;MODINHA PARTE DE CIMA;BLUSA
13002015;39.9;22.04;149;111;0.744966443;7450.66;MODINHA PARTE DE CIMA;BLUSA
13002070;39.9;22.04;147;55;0.37414966;3740.81;MODINHA PARTE DE CIMA;BLUSA
13003048;89.9;28.81;151;145;0.960264901;12860.34;MODINHA PARTE DE CIMA;BLUSA
13003070;89.9;28.81;140;137;0.978571429;11938.87;MODINHA PARTE DE CIMA;BLUSA
13004009;104;35.32;358;257;0.717877095;24214.28;CURTO  JEANS;SHORT
13005009;119;39.03;346;324;0.936416185;36787.24;JEANS PARTE DE CIMA ;BLUSA
13006009;109;34.25;357;356;0.99719888;38405.59;JEANS PARTE DE CIMA ;BLUSA
13008009;119;38.92;352;232;0.659090909;27303.42;JEANS PARTE DE CIMA ;CAMISA
13009009;119;40.45;369;343;0.929539295;39037.12;JEANS PARTE DE CIMA ;BLUSA
13011009;179;60.53;347;199;0.573487032;35326.13;INDIVIDUAL  JEANS;MACACAO
13012009;186;62.33;184;66;0.358695652;11936.85;INDIVIDUAL  JEANS;VESTIDO
13013009;119;40.26;384;358;0.932291667;41490.38;INDIVIDUAL  JEANS;VESTIDO
13014009;129;42.68;360;228;0.633333333;28975.23;INDIVIDUAL  JEANS;VESTIDO
13015009;129;39.85;495;316;0.638383838;39661.68;COMPRIDO JEANS;CALCA
13016009;159;49.96;293;263;0.897610922;39188.2;COMPRIDO JEANS;FLARE
13017009;134;44.74;542;338;0.623616236;44097.52;COMPRIDO JEANS;CALCA
13018009;119;45.35;361;328;0.908587258;36316.81;CURTO  JEANS;SHORT
13020009;119;39.47;507;258;0.50887574;30045.97;COMPRIDO JEANS;SKINNY
13021009;149;43.89;506;440;0.869565217;62228.63;COMPRIDO JEANS;SKINNY
13022009;169;56.62;584;480;0.821917808;78748.61;COMPRIDO JEANS;FLARE
13023009;169;50.45;464;453;0.976293103;75516.45;COMPRIDO JEANS;FLARE
13025009;179;58.5;493;449;0.910750507;77878.45;COMPRIDO JEANS;FLARE
13026009;149;46.64;464;451;0.971982759;65892.41;COMPRIDO JEANS;FLARE
13027009;139;40.65;443;435;0.981941309;59741.55;COMPRIDO JEANS;SKINNY
13028009;149;48.86;357;340;0.952380952;49948.75;COMPRIDO JEANS;SKINNY
